Row Labels,Number_of_assigned_group,BUSINESS_COMPLETION_HRS
IN10135970,1,1247.95
IN10057697,2,1248.86
IN10169063,2,1249.07
IN10094687,2,1249.54
IN10164605,1,1249.6
IN10168974,2,1250.19
IN10204134,3,1250.42
IN10170044,2,1250.5
IN10164400,1,1250.58
IN10256864,2,1250.62
IN10186434,4,1250.83
IN10066888,3,1251.02
IN10030270,3,1251.05
IN10198684,1,1251.12
IN10167971,3,1251.32
IN10170660,3,1251.77
IN10034040,4,1252.03
IN10175667,2,1252.2
IN10050379,1,1252.23
IN10034077,1,1252.28
IN10151942,1,1252.3
IN10172554,1,1252.37
IN10150242,1,1252.4
IN10164325,1,1252.52
IN10190571,3,1252.62
IN10167441,2,1252.82
IN10186837,1,1253.18
IN10200261,4,1253.22
IN10067478,1,1253.27
IN10204644,1,1253.33
IN10173837,1,1253.4
IN10206938,1,1253.52
IN10256713,2,1253.7
IN10178078,1,1253.85
IN10226767,2,1254.06
IN10034064,1,1254.1
IN10170694,1,1254.27
IN10059757,6,1254.3
IN10186078,3,1254.76
IN10150730,1,1255.1
IN10067767,1,1255.25
IN10050761,5,1255.41
IN10126461,2,1255.6
IN10086206,2,1255.75
IN10031102,2,1256.5
IN10249899,1,1256.55
IN10164300,1,1256.65
IN10177814,3,1257.3
IN10159385,2,1257.57
IN10071107,2,1257.72
IN10029780,5,1257.88
IN10164347,1,1258.1
IN10164288,1,1258.12
IN10044615,1,1258.52
IN10170838,5,1258.59
IN10245459,5,1258.82
IN10155856,4,1259.69
IN10165210,1,1259.69
IN10043432,4,1259.77
IN10111729,1,1259.95
IN10196761,1,1260
IN10196763,1,1260
IN10254746,1,1260
IN10063083,5,1260.22
IN10174504,3,1260.43
IN10186719,2,1260.52
IN10031753,2,1260.72
IN10144580,1,1260.72
IN10162444,1,1260.75
IN10197029,2,1261.47
IN10200822,1,1261.7
IN10164278,1,1262.74
IN10070981,1,1263.08
IN10179437,1,1263.26
IN10032732,3,1263.38
IN10178927,2,1263.38
IN10167498,2,1263.53
IN10178865,2,1264.28
IN10034093,2,1264.65
IN10225818,7,1264.67
IN10174821,2,1265.15
IN10101053,1,1265.3
IN10185610,1,1265.48
IN10164244,1,1265.78
IN10176000,2,1266.12
IN10164241,1,1266.51
IN10168643,1,1266.57
IN10217110,4,1266.77
IN10164069,3,1267.4
IN10186603,3,1267.6
IN10178446,2,1267.93
IN10186827,2,1268.28
IN10163864,2,1269.33
IN10221659,1,1269.38
IN10176880,1,1269.9
IN10068678,2,1270
IN10151948,1,1270
IN10152226,1,1270
IN10200672,2,1270.08
IN10177035,1,1270.51
IN10173534,4,1270.78
IN10082819,1,1271.4
IN10108946,1,1271.57
IN10074714,1,1272.16
IN10163960,1,1272.87
IN10189761,3,1273.18
IN10135706,2,1273.45
IN10109425,2,1273.7
IN10164245,1,1274.37
IN10256476,1,1274.72
IN10151722,1,1274.87
IN10032166,1,1274.88
IN10132467,2,1274.88
IN10187982,3,1274.93
IN10031699,4,1275.05
IN10176649,1,1275.22
IN10163702,2,1275.7
IN10171145,1,1275.93
IN10031193,6,1276.31
IN10185365,3,1276.57
IN10179735,1,1276.9
IN10061439,1,1276.98
IN10117316,1,1277.1
IN10180851,4,1277.1
IN10244762,2,1277.71
IN10105916,1,1277.85
IN10213428,2,1278.23
IN10173865,1,1278.37
IN10044699,5,1278.48
IN10168480,1,1279.1
IN10185540,1,1279.93
IN10083125,3,1279.95
IN10185309,2,1280
IN10043950,1,1280.52
IN10248769,4,1280.54
IN10073319,1,1280.68
IN10186765,1,1281.53
IN10163681,1,1281.72
IN10030828,2,1282.9
IN10163856,1,1283.13
IN10180497,1,1283.18
IN10165162,2,1283.82
IN10185602,5,1284.13
IN10112576,1,1284.43
IN10163706,1,1284.73
IN10174102,2,1284.83
IN10145042,1,1285.38
IN10048067,2,1286.57
IN10053370,1,1286.68
IN10171573,2,1286.73
IN10222181,1,1287
IN10142813,1,1287.95
IN10163774,1,1288.05
IN10110499,1,1288.07
IN10162828,1,1288.17
IN10122019,1,1288.3
IN10243256,2,1288.8
IN10097732,1,1289.38
IN10106043,3,1289.63
IN10252960,1,1289.75
IN10163713,1,1289.92
IN10142483,2,1290.44
IN10163615,1,1290.55
IN10189666,2,1290.77
IN10154218,1,1291.05
IN10208694,3,1291.05
IN10208734,1,1291.07
IN10138265,2,1291.37
IN10163458,1,1291.91
IN10180516,2,1292.96
IN10186357,1,1293.3
IN10104922,3,1294.03
IN10212114,1,1294.45
IN10255992,1,1294.52
IN10163509,1,1295.04
IN10034324,7,1296.27
IN10166835,1,1296.3
IN10181473,2,1296.91
IN10084600,1,1297.05
IN10202899,4,1297.15
IN10051477,2,1297.17
IN10167549,2,1297.38
IN10163403,1,1297.54
IN10142764,5,1297.82
IN10228544,1,1298.37
IN10240565,3,1298.52
IN10163699,1,1299.18
IN10163298,1,1299.25
IN10202354,1,1299.27
IN10163083,1,1299.3
IN10237261,1,1299.6
IN10163347,1,1299.75
IN10197870,1,1299.79
IN10165188,1,1300.29
IN10149265,1,1300.52
IN10041363,1,1300.62
IN10049153,1,1300.94
IN10164606,2,1301.25
IN10163251,1,1302.1
IN10163290,1,1302.45
IN10167175,3,1302.68
IN10103220,2,1302.97
IN10164124,1,1303
IN10163167,1,1303.02
IN10166391,1,1303.33
IN10029155,5,1303.55
IN10163501,1,1303.9
IN10063077,1,1303.93
IN10047624,1,1304.02
IN10153978,1,1304.3
IN10259894,1,1304.53
IN10163213,1,1304.9
IN10163131,1,1304.95
IN10072051,5,1305.02
IN10209421,8,1305.35
IN10099700,1,1305.58
IN10163323,1,1305.7
IN10030377,1,1305.8
IN10073117,1,1305.93
IN10141506,2,1306.15
IN10183584,2,1306.83
IN10164277,2,1306.9
IN10029177,3,1307.2
IN10154749,2,1307.33
IN10082708,3,1308.67
IN10033888,1,1309.18
IN10168510,3,1309.77
IN10189240,1,1309.93
IN10180161,1,1309.97
IN10176468,1,1310.15
IN10232795,5,1310.7
IN10171034,3,1311.2
IN10095361,4,1311.6
IN10156103,2,1312.23
IN10212326,1,1312.31
IN10146839,1,1312.34
IN10259903,3,1312.45
IN10191232,1,1312.47
IN10174715,2,1312.82
IN10088755,3,1312.88
IN10031284,2,1313.05
IN10250628,3,1313.63
IN10132788,5,1314.25
IN10143058,5,1314.27
IN10131326,2,1314.35
IN10215036,5,1314.89
IN10190526,3,1315.92
IN10172559,2,1316.07
IN10184823,5,1316.28
IN10215937,3,1316.8
IN10166864,3,1317.03
IN10244659,1,1317.57
IN10137177,2,1317.88
IN10101379,3,1318.48
IN10101369,4,1318.52
IN10163971,1,1319.25
IN10103018,2,1319.42
IN10245962,2,1319.7
IN10188952,1,1320.35
IN10092365,1,1320.45
IN10165275,2,1320.6
IN10083516,1,1320.85
IN10129209,1,1320.9
IN10148765,1,1320.93
IN10036479,1,1322.02
IN10235667,1,1322.51
IN10035663,5,1322.73
IN10175998,2,1323.15
IN10069461,1,1323.64
IN10129293,3,1323.97
IN10166753,4,1324.05
IN10181383,1,1324.13
IN10188694,1,1324.4
IN10030183,3,1324.93
IN10221232,2,1326.32
IN10176814,5,1326.77
IN10124444,3,1326.9
IN10178438,1,1326.95
IN10177467,5,1328.11
IN10222610,3,1329.55
IN10030760,1,1330
IN10172098,2,1330
IN10252042,1,1330.03
IN10149974,3,1331.08
IN10162607,1,1331.2
IN10036461,4,1331.47
IN10162925,1,1332.03
IN10165504,1,1332.21
IN10032198,1,1332.23
IN10184784,4,1332.9
IN10214730,2,1333.7
IN10206382,1,1334.88
IN10157670,5,1335.3
IN10183965,1,1335.33
IN10030675,1,1336.05
IN10041498,3,1336.62
IN10189495,8,1336.8
IN10186938,3,1336.92
IN10176561,1,1337.13
IN10150357,1,1337.63
IN10074249,4,1337.73
IN10186445,1,1338.77
IN10186448,1,1338.95
IN10194282,2,1339.3
IN10081448,9,1339.49
IN10170964,1,1339.63
IN10196693,2,1339.78
IN10131199,3,1340.32
IN10196595,1,1341.17
IN10162017,1,1341.32
IN10144396,1,1341.82
IN10141513,4,1342.48
IN10150126,1,1342.55
IN10169534,1,1342.59
IN10164705,2,1342.73
IN10178326,5,1342.82
IN10134195,1,1343.62
IN10036557,4,1343.9
IN10143535,4,1344.77
IN10066726,4,1344.89
IN10173327,2,1344.97
IN10184350,3,1344.98
IN10208068,3,1344.98
IN10149773,1,1345.13
IN10230989,2,1345.6
IN10162279,1,1346.02
IN10142548,2,1347.02
IN10252118,1,1347.32
IN10161880,2,1347.53
IN10184051,1,1347.88
IN10247172,1,1348.1
IN10198968,2,1348.12
IN10142523,3,1348.14
IN10150468,2,1348.15
IN10164133,4,1348.3
IN10133065,2,1349.13
IN10073571,2,1350
IN10153171,4,1350.22
IN10178990,1,1350.46
IN10137793,4,1350.9
IN10203882,2,1351.21
IN10194788,2,1351.42
IN10183637,1,1351.63
IN10103654,3,1351.73
IN10230530,1,1351.87
IN10029537,2,1352.77
IN10166907,3,1352.85
IN10210933,2,1353.03
IN10180182,3,1353.07
IN10096071,6,1353.13
IN10123866,1,1353.31
IN10190596,1,1353.35
IN10247138,2,1354.05
IN10112026,2,1354.72
IN10201998,1,1355.07
IN10163104,1,1355.28
IN10159238,1,1357.19
IN10159114,1,1357.58
IN10235841,2,1357.66
IN10163668,5,1358.03
IN10029106,3,1358.04
IN10029119,2,1358.4
IN10169637,4,1360.28
IN10031508,3,1360.45
IN10055906,1,1361.22
IN10164794,2,1362
IN10052913,1,1362.1
IN10188720,1,1362.18
IN10055947,4,1362.93
IN10258291,1,1364.33
IN10110440,2,1364.79
IN10168284,1,1365.61
IN10147052,1,1365.78
IN10166742,1,1366.05
IN10028703,1,1366.08
IN10173614,1,1366.5
IN10125170,2,1366.68
IN10091512,1,1366.75
IN10230638,1,1367.27
IN10246070,1,1367.35
IN10123403,1,1367.53
IN10205609,1,1367.58
IN10137223,3,1367.85
IN10100470,4,1368.55
IN10054212,4,1369.65
IN10218925,1,1370.05
IN10093501,3,1371.4
IN10106118,2,1371.58
IN10199260,1,1371.8
IN10165069,1,1371.88
IN10172549,2,1372.03
IN10170921,2,1372.48
IN10198819,1,1373.13
IN10183214,4,1373.82
IN10045910,1,1374.78
IN10169716,3,1374.82
IN10235656,3,1375.33
IN10212436,1,1375.52
IN10032961,2,1376.21
IN10175488,2,1376.52
IN10034596,3,1377.18
IN10164858,1,1377.57
IN10217602,3,1378.23
IN10139917,1,1378.42
IN10240652,1,1378.53
IN10196041,1,1378.55
IN10179332,2,1380
IN10102942,2,1380.67
IN10194863,1,1380.89
IN10052414,2,1381.5
IN10103102,1,1381.85
IN10186229,1,1381.85
IN10210188,2,1382.73
IN10187638,1,1382.9
IN10179270,2,1382.93
IN10187805,4,1383.8
IN10108000,4,1383.93
IN10069314,1,1383.94
IN10031320,1,1384.08
IN10124353,1,1384.48
IN10184999,2,1384.57
IN10068843,2,1384.7
IN10141866,2,1384.88
IN10172229,2,1384.98
IN10184872,1,1385.27
IN10206536,2,1385.73
IN10124323,1,1385.91
IN10038008,1,1386.1
IN10182948,1,1386.57
IN10074588,1,1388.06
IN10073425,1,1388.42
IN10068639,1,1388.71
IN10183801,1,1388.91
IN10133155,1,1389.47
IN10079411,3,1390.32
IN10030710,1,1390.39
IN10047986,7,1390.67
IN10188004,1,1390.97
IN10146884,3,1391.12
IN10072128,2,1391.2
IN10128971,2,1391.53
IN10149623,1,1391.55
IN10161361,1,1392.85
IN10053191,2,1392.89
IN10072120,2,1393.42
IN10155059,3,1393.77
IN10141552,2,1394.28
IN10140198,1,1394.3
IN10111398,3,1394.55
IN10173546,1,1395.27
IN10048175,1,1395.46
IN10191443,1,1395.65
IN10080956,4,1396.1
IN10160971,1,1396.78
IN10182664,2,1397.23
IN10186408,1,1397.6
IN10182830,8,1397.72
IN10188564,2,1398.77
IN10205798,6,1399
IN10253586,2,1399.19
IN10130864,6,1399.68
IN10135853,3,1400.2
IN10228281,2,1400.26
IN10252330,1,1400.3
IN10029450,3,1400.95
IN10149897,1,1401.29
IN10216787,1,1402.11
IN10163604,3,1402.46
IN10172599,1,1402.5
IN10232080,1,1402.61
IN10066890,3,1402.73
IN10163212,1,1402.97
IN10163214,1,1403.02
IN10163222,1,1403.15
IN10030080,3,1403.18
IN10163261,1,1403.23
IN10225690,1,1403.57
IN10247629,1,1403.85
IN10238995,1,1404
IN10039834,4,1404.62
IN10216179,3,1404.82
IN10162863,2,1404.9
IN10135352,1,1405.12
IN10147083,3,1405.3
IN10138367,1,1405.73
IN10176889,1,1405.73
IN10029185,4,1405.88
IN10238413,3,1405.9
IN10245333,3,1406.07
IN10042299,6,1406.57
IN10078423,1,1406.97
IN10070829,1,1407.15
IN10175338,2,1407.18
IN10053037,2,1407.45
IN10240415,3,1408.48
IN10077478,1,1409.09
IN10059056,2,1409.74
IN10049583,1,1409.77
IN10096439,2,1409.91
IN10076165,3,1410
IN10075755,1,1410.45
IN10221702,1,1410.45
IN10247536,1,1410.5
IN10186650,5,1410.85
IN10039170,5,1410.95
IN10029379,4,1411.23
IN10149162,1,1411.35
IN10075465,3,1411.44
IN10166283,1,1412.23
IN10213458,1,1412.48
IN10196821,2,1412.64
IN10248611,1,1413.41
IN10163968,3,1413.62
IN10181845,1,1413.78
IN10166498,3,1413.8
IN10245917,3,1414.12
IN10075698,1,1414.4
IN10186450,3,1414.95
IN10107409,1,1415.71
IN10030916,1,1416.66
IN10149101,1,1416.8
IN10103028,3,1417.95
IN10182169,5,1418.23
IN10037522,1,1419.55
IN10209368,2,1419.75
IN10102750,1,1419.98
IN10029305,1,1420.45
IN10186301,2,1420.45
IN10171264,3,1420.6
IN10191771,1,1420.87
IN10160742,1,1420.89
IN10101037,2,1420.95
IN10028998,5,1421.02
IN10040062,2,1421.12
IN10163136,3,1421.23
IN10183539,1,1422.43
IN10183189,4,1422.52
IN10126911,1,1422.82
IN10201685,1,1423.1
IN10167737,1,1423.18
IN10171046,4,1423.28
IN10139403,4,1423.32
IN10186792,2,1423.5
IN10187393,1,1423.52
IN10182863,4,1424.37
IN10099673,1,1424.67
IN10038991,5,1424.77
IN10139617,4,1424.98
IN10071196,4,1426.42
IN10058277,1,1427.02
IN10175029,1,1427.2
IN10233487,1,1427.23
IN10068540,1,1427.7
IN10149799,4,1427.97
IN10073046,1,1428.17
IN10069992,3,1428.2
IN10078237,3,1429.22
IN10214173,6,1430.13
IN10031089,3,1430.88
IN10028931,3,1430.94
IN10174260,3,1431.15
IN10049726,1,1431.2
IN10101913,2,1431.4
IN10030320,2,1432.13
IN10107989,1,1432.65
IN10122580,1,1432.8
IN10175346,1,1432.95
IN10160351,1,1433.17
IN10089681,2,1433.28
IN10127189,3,1433.41
IN10028923,5,1434.53
IN10245807,1,1434.82
IN10052278,1,1435
IN10037142,5,1435.73
IN10178015,3,1436.42
IN10212215,1,1437.68
IN10205046,1,1439.2
IN10166616,1,1439.58
IN10208426,2,1439.68
IN10030858,5,1439.85
IN10183369,1,1440.78
IN10228323,1,1440.78
IN10256505,1,1440.88
IN10183408,1,1441.3
IN10210406,2,1442.22
IN10165244,3,1442.28
IN10149084,1,1443.1
IN10029620,1,1443.64
IN10208773,2,1443.87
IN10183656,4,1444.17
IN10138131,2,1444.42
IN10047747,1,1444.73
IN10146725,1,1446.17
IN10074796,5,1446.39
IN10085508,2,1446.8
IN10216973,2,1447.1
IN10187358,4,1447.51
IN10159994,1,1447.65
IN10162472,2,1447.65
IN10192662,5,1447.78
IN10161031,2,1447.83
IN10171909,2,1447.95
IN10044204,4,1447.98
IN10141351,2,1448.02
IN10081284,3,1449.2
IN10168277,2,1449.98
IN10074733,2,1450.7
IN10028718,5,1451.05
IN10082311,1,1452.05
IN10146337,1,1452.05
IN10126792,1,1452.17
IN10173941,1,1452.42
IN10164242,3,1452.45
IN10072528,3,1452.62
IN10188500,1,1452.72
IN10210677,4,1453
IN10092406,5,1454
IN10044179,1,1454.12
IN10159855,3,1454.25
IN10199076,1,1454.3
IN10072163,2,1454.62
IN10082750,2,1454.62
IN10082749,2,1454.63
IN10082746,2,1454.65
IN10221374,1,1454.65
IN10150600,1,1454.74
IN10072158,2,1455.17
IN10187217,2,1455.22
IN10250497,1,1455.67
IN10188045,1,1455.68
IN10032484,2,1456.63
IN10036872,8,1456.65
IN10254663,2,1456.73
IN10164983,2,1457.47
IN10218904,1,1457.73
IN10203025,1,1458.1
IN10187014,2,1459.38
IN10141424,1,1460.07
IN10068645,4,1460.25
IN10185274,2,1460.42
IN10072517,1,1460.44
IN10213568,1,1460.7
IN10032332,2,1461.55
IN10133851,7,1462.28
IN10194490,4,1463.06
IN10068311,1,1463.08
IN10169559,1,1464.18
IN10203436,1,1464.35
IN10082751,2,1464.87
IN10082752,2,1464.87
IN10082747,2,1464.88
IN10082748,2,1464.88
IN10227092,4,1465.18
IN10072572,3,1465.5
IN10255654,3,1467.02
IN10097074,2,1467.04
IN10029262,5,1467.15
IN10101370,2,1467.48
IN10186246,2,1467.58
IN10161395,2,1467.6
IN10182519,1,1467.72
IN10126487,1,1468.63
IN10032319,2,1469.1
IN10149886,1,1469.63
IN10250784,1,1470.23
IN10164629,8,1470.83
IN10160749,1,1470.88
IN10231764,1,1471.98
IN10170664,3,1472.22
IN10186487,1,1474.18
IN10069241,4,1474.47
IN10215460,1,1474.69
IN10211444,1,1474.9
IN10231003,1,1475.23
IN10040690,1,1475.95
IN10141102,3,1476.36
IN10197067,5,1476.42
IN10032634,3,1476.48
IN10168409,3,1476.6
IN10163532,4,1476.65
IN10237794,3,1476.95
IN10121067,1,1478.25
IN10199876,4,1478.88
IN10239525,1,1479.42
IN10236377,3,1480.67
IN10194483,7,1480.68
IN10124167,1,1480.99
IN10159176,1,1481.02
IN10156572,1,1481.03
IN10192721,1,1481.31
IN10140125,5,1482.31
IN10175882,2,1482.39
IN10221704,1,1482.47
IN10029023,1,1482.87
IN10193685,1,1483
IN10091829,2,1483.35
IN10166546,2,1484.12
IN10171434,1,1484.33
IN10170459,2,1484.78
IN10175080,2,1485.01
IN10162671,2,1485.3
IN10029114,1,1485.71
IN10157753,2,1485.73
IN10170085,5,1486.07
IN10167554,3,1486.33
IN10211307,1,1486.88
IN10073267,2,1486.89
IN10215221,1,1487.27
IN10102968,4,1487.42
IN10032159,10,1487.47
IN10170042,5,1487.95
IN10236441,2,1488.35
IN10220357,1,1488.85
IN10167466,3,1488.93
IN10244553,4,1489.45
IN10229915,3,1490.63
IN10203920,1,1490.98
IN10244448,3,1491.08
IN10215000,1,1491.75
IN10139371,1,1491.92
IN10166544,2,1492.5
IN10166543,2,1492.52
IN10032555,9,1492.93
IN10215530,4,1492.98
IN10168311,1,1493.5
IN10078816,5,1493.65
IN10101095,1,1493.7
IN10163884,2,1493.85
IN10176893,5,1494.45
IN10236191,2,1494.8
IN10171973,3,1495.9
IN10230693,1,1496.04
IN10184994,3,1496.55
IN10109017,2,1497.58
IN10077065,1,1497.82
IN10176447,2,1499.2
IN10120756,1,1500.38
IN10164268,6,1500.4
IN10124090,1,1500.74
IN10157212,1,1501
IN10120742,1,1501.1
IN10181137,3,1501.3
IN10186007,1,1501.42
IN10146274,3,1501.85
IN10160565,3,1502.09
IN10158693,1,1502.82
IN10155805,4,1502.9
IN10159543,2,1503.05
IN10120496,1,1503.32
IN10059932,6,1503.37
IN10034974,7,1503.46
IN10098520,1,1504.18
IN10031713,1,1504.43
IN10124598,2,1504.78
IN10124354,1,1504.95
IN10180552,4,1505.32
IN10209200,4,1505.33
IN10123569,2,1505.47
IN10174091,2,1505.73
IN10144823,1,1505.85
IN10171705,3,1506.5
IN10198130,2,1506.52
IN10242082,3,1508.17
IN10029979,2,1509.97
IN10150734,2,1510.33
IN10091667,4,1511.43
IN10254408,2,1511.62
IN10118654,2,1511.65
IN10029018,2,1512.56
IN10091373,3,1513.5
IN10116436,1,1514.9
IN10068015,1,1516.13
IN10216786,3,1516.25
IN10090761,1,1516.84
IN10163358,4,1517.33
IN10231788,2,1517.68
IN10198827,1,1518.52
IN10191100,1,1519.5
IN10163204,3,1520
IN10168550,1,1520.62
IN10233025,1,1521.28
IN10093558,1,1521.85
IN10184453,4,1522.01
IN10165514,4,1522.1
IN10092754,1,1523.2
IN10029451,2,1523.62
IN10130538,4,1523.77
IN10254137,2,1524.28
IN10219342,1,1524.47
IN10160762,2,1525.22
IN10031847,2,1525.45
IN10192499,2,1525.83
IN10188834,3,1525.88
IN10167601,2,1526.25
IN10244121,2,1526.4
IN10185249,3,1526.43
IN10106585,5,1526.47
IN10176998,4,1527.08
IN10095328,3,1527.65
IN10028640,1,1527.95
IN10029732,5,1529.02
IN10029733,5,1529.05
IN10175700,2,1529.23
IN10219208,1,1529.27
IN10034143,3,1529.62
IN10105269,3,1530
IN10146793,1,1530
IN10062690,4,1530.23
IN10165226,4,1530.28
IN10062689,4,1530.48
IN10075325,3,1530.78
IN10100985,1,1531.2
IN10207877,4,1531.2
IN10128283,3,1531.35
IN10069755,2,1531.58
IN10185688,3,1531.62
IN10151738,1,1532.08
IN10095210,5,1532.5
IN10140525,2,1533.87
IN10173616,3,1534.03
IN10180442,1,1534.03
IN10219551,5,1534.2
IN10183809,2,1535.1
IN10086344,1,1535.45
IN10180309,1,1536.23
IN10174635,1,1537.55
IN10062633,4,1537.6
IN10119268,2,1537.63
IN10092744,6,1538.4
IN10199106,1,1538.63
IN10224248,3,1539
IN10218929,1,1539.14
IN10215224,1,1539.53
IN10215795,3,1539.7
IN10094882,1,1540
IN10162657,3,1540
IN10179876,2,1540.43
IN10110986,2,1541.58
IN10071668,1,1542.18
IN10226780,3,1542.5
IN10029672,3,1542.78
IN10241256,1,1542.8
IN10176457,3,1543.27
IN10153214,1,1543.42
IN10081507,1,1543.78
IN10173620,2,1543.78
IN10160623,3,1544.88
IN10221310,1,1545.37
IN10166085,3,1545.5
IN10183286,1,1546.11
IN10145890,5,1547.12
IN10161376,3,1547.22
IN10094201,2,1547.73
IN10112957,1,1547.82
IN10062343,3,1548.61
IN10223103,6,1551.08
IN10059814,1,1551.45
IN10089605,1,1551.85
IN10226731,1,1552.12
IN10185789,1,1552.45
IN10030300,1,1552.68
IN10202210,1,1552.71
IN10200847,2,1552.9
IN10162404,3,1553.43
IN10029760,3,1553.87
IN10032470,1,1554.2
IN10135769,1,1554.95
IN10029347,2,1555.03
IN10081663,2,1555.48
IN10089662,3,1555.72
IN10185758,1,1555.75
IN10112923,1,1555.96
IN10149868,3,1556.05
IN10145972,6,1556.37
IN10161014,2,1557.27
IN10055944,5,1557.3
IN10167749,3,1557.5
IN10213485,1,1557.6
IN10234583,1,1558.15
IN10186809,2,1558.53
IN10233636,4,1558.6
IN10151312,1,1559.08
IN10234938,4,1559.4
IN10221555,1,1560.53
IN10200171,1,1561.6
IN10252308,2,1561.63
IN10035211,6,1561.92
IN10099800,4,1562.6
IN10183166,3,1562.63
IN10219642,3,1563.27
IN10184367,2,1564.17
IN10033270,4,1564.51
IN10185436,1,1564.93
IN10151428,1,1565.22
IN10155791,2,1566.12
IN10089127,1,1566.35
IN10160965,4,1566.58
IN10100436,1,1566.65
IN10159023,1,1566.73
IN10159241,1,1567.25
IN10181805,1,1567.82
IN10187378,2,1570.6
IN10213247,2,1570.98
IN10073274,2,1571.05
IN10182909,2,1571.51
IN10116454,3,1571.87
IN10228256,2,1572.68
IN10030587,2,1572.9
IN10058572,1,1573.43
IN10099466,1,1574.12
IN10166781,1,1574.2
IN10218055,1,1575.07
IN10170025,1,1575.77
IN10131743,4,1576.18
IN10155489,6,1576.28
IN10100057,2,1576.47
IN10248330,3,1577.15
IN10182096,4,1578.8
IN10063579,2,1578.98
IN10233254,1,1579.77
IN10133158,1,1579.78
IN10145326,1,1580
IN10035978,4,1581.43
IN10250425,3,1581.47
IN10249343,2,1582.25
IN10152118,1,1582.47
IN10158859,3,1582.58
IN10212613,2,1582.67
IN10199508,3,1583.05
IN10143191,1,1583.13
IN10216817,2,1583.3
IN10047632,4,1583.42
IN10184855,4,1583.82
IN10248564,1,1584.03
IN10136585,7,1584.1
IN10181326,1,1584.88
IN10087558,1,1585.3
IN10070980,1,1586.87
IN10182915,2,1587.57
IN10050906,6,1588.03
IN10080522,5,1588.15
IN10181682,2,1588.53
IN10118288,1,1588.83
IN10237999,2,1589.47
IN10229366,2,1589.63
IN10183805,2,1589.83
IN10089376,1,1590
IN10210706,1,1590.6
IN10239522,3,1591.23
IN10161431,1,1591.47
IN10075957,9,1592.41
IN10174987,1,1593.17
IN10179147,1,1593.32
IN10100950,1,1593.7
IN10133414,1,1594.51
IN10169667,3,1594.53
IN10146508,1,1596.48
IN10128232,1,1597.33
IN10213689,1,1599.33
IN10209703,1,1600.17
IN10220195,1,1600.73
IN10236718,2,1601.08
IN10206979,3,1602.36
IN10212481,1,1602.77
IN10028805,3,1602.78
IN10251449,5,1603.15
IN10212467,1,1603.35
IN10039367,2,1603.38
IN10118028,1,1603.41
IN10029024,1,1603.63
IN10250799,1,1603.67
IN10090484,1,1604.15
IN10182543,1,1604.15
IN10123993,1,1604.4
IN10236640,2,1604.97
IN10051057,1,1605.43
IN10186665,3,1606.82
IN10252344,1,1607.45
IN10236206,1,1608
IN10216886,1,1608.55
IN10092399,1,1609.38
IN10189584,1,1610
IN10049425,5,1611.95
IN10183097,1,1612.17
IN10048086,1,1612.45
IN10077822,1,1612.79
IN10036562,1,1613.78
IN10147658,1,1614.33
IN10163202,1,1614.43
